question_id;question_type;image_name;question;answer;image_id
137808000;are they;COCO_train2014_137808.jpg;Are they wearing shoes?;no;137808
137808001;is this;COCO_train2014_137808.jpg;Is this woman the child's mother?;yes;137808
394021001;is the;COCO_train2014_394021.jpg;Is the freeway crowded?;no;394021
394021002;is this;COCO_train2014_394021.jpg;Is this indoors?;no;394021
394021003;are there any;COCO_train2014_394021.jpg;Are there any cars on the road?;yes;394021
4901002;are these;COCO_train2014_4901.jpg;Are these penguins?;no;4901
400378000;none of the above;COCO_train2014_400378.jpg;Did someone already peel the banana?;no;400378
132303000;are they;COCO_train2014_132303.jpg;Are they in a zoo?;no;132303
132303002;are the;COCO_train2014_132303.jpg;Are the zebras walking on a road?;no;132303
132303004;are these;COCO_train2014_132303.jpg;Are these zebras free?;yes;132303
132303005;is there a;COCO_train2014_132303.jpg;Is there a water body in the photo?;no;132303
372558002;are the;COCO_train2014_372558.jpg;Are the boats in the water?;no;372558
2083003;is it;COCO_train2014_2083.jpg;Is it nighttime?;yes;2083
393464000;are the;COCO_train2014_393464.jpg;Are the kids sitting?;no;393464
393464002;are these;COCO_train2014_393464.jpg;Are these children playing a game?;yes;393464
526797001;none of the above;COCO_train2014_526797.jpg;Would someone in the 1800s see an older version of this mode of transportation?;yes;526797
526797002;is this;COCO_train2014_526797.jpg;Is this man-made?;yes;526797
266914000;is there a;COCO_train2014_266914.jpg;Is there a stuffed animal in the photo?;no;266914
266914004;is there a;COCO_train2014_266914.jpg;Is there a red car in this scene?;yes;266914
266914006;are the;COCO_train2014_266914.jpg;Are the two vehicles the same make?;no;266914
266914007;is there a;COCO_train2014_266914.jpg;Is there a place on the meter or credit card payments?;no;266914
138103000;is the;COCO_train2014_138103.jpg;Is the banana half eaten?;no;138103
266914009;is the;COCO_train2014_266914.jpg;Is the ground damp?;no;266914
134007002;is the woman;COCO_train2014_134007.jpg;Is the woman wearing any rings?;no;134007
134007003;is;COCO_train2014_134007.jpg;Is she holding a phone?;no;134007
138103001;is the man;COCO_train2014_138103.jpg;Is the man wearing a blue shirt?;yes;138103
134007005;is this person;COCO_train2014_134007.jpg;Is this person wearing jewelry?;no;134007
266914013;is it;COCO_train2014_266914.jpg;Is it sunny out?;no;266914
134007007;is the woman;COCO_train2014_134007.jpg;Is the woman wearing earrings?;no;134007
266914018;is the;COCO_train2014_266914.jpg;Is the street cracked?;no;266914
266914021;is the;COCO_train2014_266914.jpg;Is the ground clean?;no;266914
527649002;is;COCO_train2014_527649.jpg;Is she talking on the telephone?;yes;527649
138529002;is the;COCO_train2014_138529.jpg;Is the cat wet yet?;no;138529
529910000;can you;COCO_train2014_529910.jpg;Can you see a ramp in the picture?;yes;529910
1526003;is there;COCO_train2014_1526.jpg;Is there any space in the cabinets?;yes;1526
529910003;is this;COCO_train2014_529910.jpg;Is this really one person?;yes;529910
529910004;is;COCO_train2014_529910.jpg;Is everyone skiing?;no;529910
268192002;was;COCO_train2014_268192.jpg;Was this photo taken on a mountain?;no;268192
268192004;is this;COCO_train2014_268192.jpg;Is this water fairly comfortable?;yes;268192
268192005;is he;COCO_train2014_268192.jpg;Is he wiping out?;no;268192
393333000;has;COCO_train2014_393333.jpg;Has this photo been altered?;no;393333
393333001;is it;COCO_train2014_393333.jpg;Is it winter?;yes;393333
262261002;does this;COCO_train2014_262261.jpg;Does this image contain a pie pan?;yes;262261
393333002;can you;COCO_train2014_393333.jpg;Can you see a ramp in the picture?;yes;393333
526666000;is he;COCO_train2014_526666.jpg;Is he almost done with the book?;yes;526666
530762000;is the person;COCO_train2014_530762.jpg;Is the person right handed?;yes;530762
568052000;is this a;COCO_train2014_568052.jpg;Is this a whole banana?;yes;568052
527092000;is the;COCO_train2014_527092.jpg;Is the girl over 60 years old?;no;527092
568052002;is this a;COCO_train2014_568052.jpg;Is this a lunch?;no;568052
568052003;is the;COCO_train2014_568052.jpg;Is the banana overripe?;no;568052
527092001;is the;COCO_train2014_527092.jpg;Is the ocean shallow?;no;527092
529353000;can you;COCO_train2014_529353.jpg;Can you see trees in the picture?;yes;529353
529353002;is this;COCO_train2014_529353.jpg;Is this out in the wild?;yes;529353
529353004;are the;COCO_train2014_529353.jpg;Are the animals in their natural environment?;yes;529353
529353007;is the;COCO_train2014_529353.jpg;Is the sky cloudy?;yes;529353
531614000;is this;COCO_train2014_531614.jpg;Is this car expensive today?;no;531614
531614001;does the;COCO_train2014_531614.jpg;Does the car have a flat tire?;yes;531614
529353010;are there;COCO_train2014_529353.jpg;Are there people near the giraffes?;no;529353
136563001;is this a;COCO_train2014_136563.jpg;Is this a bus station?;yes;136563
44616000;are there;COCO_train2014_44616.jpg;Are there mushrooms?;no;44616
44616002;has;COCO_train2014_44616.jpg;Has anyone eaten the pizza?;no;44616
44616004;is there a;COCO_train2014_44616.jpg;Is there a fork on the table?;no;44616
44616010;has;COCO_train2014_44616.jpg;Has the crust browned?;yes;44616
5917003;none of the above;COCO_train2014_5917.jpg;Did the player hit the ball?;no;5917
5917004;is the;COCO_train2014_5917.jpg;Is the player hesitating?;yes;5917
44616014;is the;COCO_train2014_44616.jpg;Is the pizza burnt?;no;44616
44616017;are there;COCO_train2014_44616.jpg;Are there olives on the pizza?;yes;44616
44616021;is this;COCO_train2014_44616.jpg;Is this pizza round?;yes;44616
44616024;is there a;COCO_train2014_44616.jpg;Is there a pizza cutter in the picture?;no;44616
567495001;is the;COCO_train2014_567495.jpg;Is the water clear?;yes;567495
567495002;is the;COCO_train2014_567495.jpg;Is the animal swimming in the sea?;no;567495
567495003;is the;COCO_train2014_567495.jpg;Is the bear taking a bath?;no;567495
4508000;are they;COCO_train2014_4508.jpg;Are they in the zebra's natural habitat?;no;4508
397724000;is there a;COCO_train2014_397724.jpg;Is there a new roll of toilet paper on the dispenser?;no;397724
4508002;is the woman;COCO_train2014_4508.jpg;Is the woman hunting the zebra?;no;4508
397724001;is the;COCO_train2014_397724.jpg;Is the pink tile complementary in this scene?;yes;397724
397724002;is this;COCO_train2014_397724.jpg;Is this bathroom a showpiece?;no;397724
5360000;is there;COCO_train2014_5360.jpg;Is there anyone in the room?;yes;5360
5360003;is the person;COCO_train2014_5360.jpg;Is the person resting?;no;5360
7621000;are these;COCO_train2014_7621.jpg;Are these animals generally seen in this kind of setting?;no;7621
7621001;is this;COCO_train2014_7621.jpg;Is this beach in America?;no;7621
134597004;is the;COCO_train2014_134597.jpg;Is the dog holding the frisbee?;no;134597
134597006;is the;COCO_train2014_134597.jpg;Is the dog mad?;no;134597
134597007;does the;COCO_train2014_134597.jpg;Does the dog look alert?;yes;134597
397167000;is the;COCO_train2014_397167.jpg;Is the item being carried heavy?;no;397167
397167008;is this;COCO_train2014_397167.jpg;Is this man upset?;no;397167
137284000;is this;COCO_train2014_137284.jpg;Is this the kitchen area?;yes;137284
137284001;is the;COCO_train2014_137284.jpg;Is the refrigerator made of stainless steel?;yes;137284
137284002;is there a;COCO_train2014_137284.jpg;Is there a protective coating of plastic on the refrigerator?;yes;137284
137284003;is there;COCO_train2014_137284.jpg;Is there anything else in the room?;yes;137284
397167013;is the man;COCO_train2014_397167.jpg;Is the man holding up a phone?;yes;397167
397167015;is there a;COCO_train2014_397167.jpg;"Is there a letter ""Z"" on the man's shirt?";no;397167
397167016;is this an;COCO_train2014_397167.jpg;Is this an award show?;no;397167
4377001;is the;COCO_train2014_4377.jpg;Is the ball red?;no;4377
397167017;is he;COCO_train2014_397167.jpg;Is he singing?;no;397167
397167018;are they;COCO_train2014_397167.jpg;Are they holding smartphones?;yes;397167
397167019;is he;COCO_train2014_397167.jpg;Is he wearing a hat?;no;397167
397593000;are;COCO_train2014_397593.jpg;Are dots on the cup?;no;397593
397593001;is there;COCO_train2014_397593.jpg;Is there any liquid in the coffee cup?;yes;397593
397593002;can you;COCO_train2014_397593.jpg;Can you see a reflection of the mouse in the mug?;no;397593
395758000;are the;COCO_train2014_395758.jpg;Are the drapes open?;no;395758
395758001;is this a;COCO_train2014_395758.jpg;Is this a hardwood floor?;no;395758
395758002;is the;COCO_train2014_395758.jpg;Is the window small?;no;395758
395758003;is the;COCO_train2014_395758.jpg;Is the tv on?;no;395758
397593003;none of the above;COCO_train2014_397593.jpg;Can a man with a big thumb use this tea cup?;yes;397593
397593005;does the;COCO_train2014_397593.jpg;Does the coffee have creamer?;yes;397593
397593006;is the;COCO_train2014_397593.jpg;Is the image in black and white?;yes;397593
397593010;does the;COCO_train2014_397593.jpg;Does the mug look full?;yes;397593
262851000;is the;COCO_train2014_262851.jpg;Is the meter running?;yes;262851
397593013;is the;COCO_train2014_397593.jpg;Is the coffee hot?;yes;397593
135875002;is this a;COCO_train2014_135875.jpg;Is this a tidy environment?;no;135875
394349000;is he;COCO_train2014_394349.jpg;Is he sleeping?;yes;394349
394349002;is the person;COCO_train2014_394349.jpg;Is the person under 10 years old?;yes;394349
400706001;is the;COCO_train2014_400706.jpg;Is the skateboard tied down?;no;400706
400706003;are the;COCO_train2014_400706.jpg;Are the boy's feet touching the skateboard?;no;400706
528108001;is the man;COCO_train2014_528108.jpg;Is the man holding a tennis racket?;yes;528108
528108002;is he;COCO_train2014_528108.jpg;Is he standing on dirt?;yes;528108
255937001;none of the above;COCO_train2014_255937.jpg;Would this animal have a diet of hay?;yes;255937
255937003;is this;COCO_train2014_255937.jpg;Is this animal outdoors?;no;255937
530369004;is this;COCO_train2014_530369.jpg;Is this food real?;yes;530369
255937005;does this;COCO_train2014_255937.jpg;Does this animal have a mane?;no;255937
255937008;is the;COCO_train2014_255937.jpg;Is the animal eating?;yes;255937
397462000;are they;COCO_train2014_397462.jpg;Are they attending a formal event?;yes;397462
397462001;are they;COCO_train2014_397462.jpg;Are they sad?;no;397462
397462002;are they;COCO_train2014_397462.jpg;Are they a couple?;yes;397462
255937012;none of the above;COCO_train2014_255937.jpg;Did she win the giraffe as a prize?;no;255937
530369012;are these;COCO_train2014_530369.jpg;Are these diabetic friendly?;yes;530369
530369014;does this;COCO_train2014_530369.jpg;Does this food look healthy?;yes;530369
255937016;none of the above;COCO_train2014_255937.jpg;If the giraffe turned its head to the right, could it see around the corner?;no;255937
255937017;are there;COCO_train2014_255937.jpg;Are there wires in this picture?;no;255937
255937018;do;COCO_train2014_255937.jpg;Do the giraffes have mane?;no;255937
2411003;is there a;COCO_train2014_2411.jpg;Is there a knife on the napkin closest to the cake?;no;2411
255937019;are there;COCO_train2014_255937.jpg;Are there lots of trees for the giraffes?;no;255937
137579000;is the man;COCO_train2014_137579.jpg;Is the man wearing a shirt?;no;137579
137579001;is this;COCO_train2014_137579.jpg;Is this man wearing any underwear?;yes;137579
285249000;is;COCO_train2014_285249.jpg;Is one of the men playing guitar?;yes;285249
135744000;are the;COCO_train2014_135744.jpg;Are the fruits growing on a tree?;no;135744
285249001;are the;COCO_train2014_285249.jpg;Are the men talking?;yes;285249
135744002;are there any;COCO_train2014_135744.jpg;Are there any limes?;no;135744
135744003;is this a;COCO_train2014_135744.jpg;Is this a picture of fruit?;yes;135744
135744004;is this a;COCO_train2014_135744.jpg;Is this a bewildering array of bananas?;no;135744
285249003;are these;COCO_train2014_285249.jpg;Are these men having fun?;yes;285249
133909001;is the;COCO_train2014_133909.jpg;Is the water on?;yes;133909
133909002;none of the above;COCO_train2014_133909.jpg;Did the cat do something wrong?;no;133909
267242000;is there a;COCO_train2014_267242.jpg;Is there a mountain in the picture?;yes;267242
267242001;is this a;COCO_train2014_267242.jpg;Is this a city scene?;no;267242
531647001;is this an;COCO_train2014_531647.jpg;Is this an indoor scene?;no;531647
132500001;can you;COCO_train2014_132500.jpg;Can you see a helicopter?;yes;132500
531647011;is it;COCO_train2014_531647.jpg;Is it raining?;yes;531647
531647012;are;COCO_train2014_531647.jpg;Are those mainly motorcycles?;yes;531647
392809000;is he;COCO_train2014_392809.jpg;Is he carrying a flag?;yes;392809
265833001;is the;COCO_train2014_265833.jpg;Is the kid staking in a skatepark?;no;265833
265833002;is this;COCO_train2014_265833.jpg;Is this picture taken at a skateboard park?;yes;265833
392809002;could;COCO_train2014_392809.jpg;Could this event be Medieval?;yes;392809
552553002;does this;COCO_train2014_552553.jpg;Does this animal like to lay in boxes?;yes;552553
552553003;is the;COCO_train2014_552553.jpg;Is the cat gray?;no;552553
552553004;is the;COCO_train2014_552553.jpg;Is the cat sleeping?;yes;552553
552553005;is the;COCO_train2014_552553.jpg;Is the cat awake?;yes;552553
268094000;is this person;COCO_train2014_268094.jpg;Is this person wearing protective gear?;no;268094
268094001;is the;COCO_train2014_268094.jpg;Is the child standing up on top of the skateboard?;no;268094
531647017;are these;COCO_train2014_531647.jpg;Are these people waiting for the bus?;no;531647
531647019;is it;COCO_train2014_531647.jpg;Is it a sunny day?;no;531647
531647022;is this;COCO_train2014_531647.jpg;Is this in black and white?;no;531647
531647024;is the;COCO_train2014_531647.jpg;Is the background meant to suggest that they are getting ready to brake?;yes;531647
268094006;is there a;COCO_train2014_268094.jpg;Is there a curb?;yes;268094
531647028;are they;COCO_train2014_531647.jpg;Are they in an urban environment?;yes;531647
531647029;are there;COCO_train2014_531647.jpg;Are there a lot of scooters?;yes;531647
531647033;is it;COCO_train2014_531647.jpg;Is it daytime?;yes;531647
531647034;are the;COCO_train2014_531647.jpg;Are the riding their bikes on a sidewalk?;no;531647
531647035;is it;COCO_train2014_531647.jpg;Is it night?;no;531647
531647038;is there a;COCO_train2014_531647.jpg;Is there a lot of traffic?;yes;531647
531647039;is the;COCO_train2014_531647.jpg;Is the umbrella colored?;yes;531647
2280000;does the;COCO_train2014_2280.jpg;Does the plane have blue?;yes;2280
393661000;is there a;COCO_train2014_393661.jpg;Is there a bench in front of the fence?;no;393661
393661001;is the;COCO_train2014_393661.jpg;Is the wood painted?;no;393661
393661002;is this;COCO_train2014_393661.jpg;Is this animal in its natural habitat?;no;393661
393661003;are there;COCO_train2014_393661.jpg;Are there many plants?;yes;393661
531647049;are;COCO_train2014_531647.jpg;Are most of the bikes motorized?;yes;531647
393661005;is the;COCO_train2014_393661.jpg;Is the older giraffe standing up straight?;yes;393661
531647052;is this a;COCO_train2014_531647.jpg;Is this a parade?;no;531647
393661008;are;COCO_train2014_393661.jpg;Are some of the giraffes resting?;yes;393661
393661009;can you;COCO_train2014_393661.jpg;Can you see shadow in this picture?;no;393661
393661010;is;COCO_train2014_393661.jpg;Is a shadow cast?;no;393661
531647059;is it;COCO_train2014_531647.jpg;Is it sunny?;no;531647
393661012;is the;COCO_train2014_393661.jpg;Is the farm fertile?;no;393661
393661013;do you;COCO_train2014_393661.jpg;Do you think these giraffes are free to roam?;no;393661
393661017;is this a;COCO_train2014_393661.jpg;Is this a dairy farm?;no;393661
393661022;is the;COCO_train2014_393661.jpg;Is the sun shining on the treetops?;yes;393661
393661025;are the;COCO_train2014_393661.jpg;Are the animals hungry?;yes;393661
269372002;is the;COCO_train2014_269372.jpg;Is the sky blue?;yes;269372
393661027;is this a;COCO_train2014_393661.jpg;Is this a garden?;no;393661
393661028;are these;COCO_train2014_393661.jpg;Are these two giraffes a couple?;no;393661
269372003;is this;COCO_train2014_269372.jpg;Is this English?;no;269372
398609001;is this;COCO_train2014_398609.jpg;Is this man playing volleyball?;no;398609
393661036;is the;COCO_train2014_393661.jpg;Is the giraffe bending over a fence?;no;393661
393661040;could;COCO_train2014_393661.jpg;Could the giraffe touch the boy if it tried to?;yes;393661
241126000;is the person;COCO_train2014_241126.jpg;Is the person in the blue shirt texting?;yes;241126
241126002;is;COCO_train2014_241126.jpg;Is his shirt striped?;yes;241126
398609008;is this a;COCO_train2014_398609.jpg;Is this a chain-link fence?;no;398609
393661044;are;COCO_train2014_393661.jpg;Are all of these the same type of animal?;yes;393661
400870000;is the;COCO_train2014_400870.jpg;Is the bucket empty?;no;400870
400870002;is there;COCO_train2014_400870.jpg;IS there carpet on the floor?;no;400870
132795000;is the;COCO_train2014_132795.jpg;Is the wall cracking?;yes;132795
132795001;is the;COCO_train2014_132795.jpg;Is the fire hydrant small?;yes;132795
132795002;is the;COCO_train2014_132795.jpg;Is the sign on the top of this pole only red?;no;132795
393661048;are the;COCO_train2014_393661.jpg;Are the giraffes resting their heads?;no;393661
4410000;are there;COCO_train2014_4410.jpg;Are there Kleenex visible?;yes;4410
4410001;is this;COCO_train2014_4410.jpg;Is this the best place for the cat to sleep?;no;4410
135482001;is;COCO_train2014_135482.jpg;Is anyone sitting on the couch?;no;135482
2575001;do you;COCO_train2014_2575.jpg;Do you recognize this famous tennis player?;no;2575
2575002;is there;COCO_train2014_2575.jpg;Is there text in the top right corner of this picture?;yes;2575
2575003;is this a;COCO_train2014_2575.jpg;Is this a tennis match in Brisbane?;no;2575
2575005;is the;COCO_train2014_2575.jpg;Is the player jumping?;no;2575
262884001;is the;COCO_train2014_262884.jpg;Is the player in the center court?;no;262884
262884002;is he;COCO_train2014_262884.jpg;Is he sitting still?;yes;262884
400313000;is this a;COCO_train2014_400313.jpg;Is this a short-haired cat?;yes;400313
400313002;does this;COCO_train2014_400313.jpg;Does this cat have beautiful eyes?;yes;400313
1166003;does the;COCO_train2014_1166.jpg;Does the weather appear to be rainy?;no;1166
1166004;is the;COCO_train2014_1166.jpg;Is the boat to the right the smallest boat?;no;1166
1166005;is this a;COCO_train2014_1166.jpg;Is this a shipyard?;yes;1166
1166006;is this;COCO_train2014_1166.jpg;Is this boat old?;yes;1166
5688001;are the;COCO_train2014_5688.jpg;Are the umbrellas open?;yes;5688
569101002;can you;COCO_train2014_569101.jpg;Can you eat the fruits in the bowl?;yes;569101
524471001;is the;COCO_train2014_524471.jpg;Is the oven on?;yes;524471
524471002;is there a;COCO_train2014_524471.jpg;Is there a window in this scene?;yes;524471
524471004;is this;COCO_train2014_524471.jpg;Is this toast done?;no;524471
524471006;is the;COCO_train2014_524471.jpg;Is the microwave on?;no;524471
524471007;is the;COCO_train2014_524471.jpg;Is the toaster on?;yes;524471
2444000;are the;COCO_train2014_2444.jpg;Are the horses wearing blinders?;yes;2444
104844002;is the;COCO_train2014_104844.jpg;Is the motorcycle inside?;yes;104844
104844003;is this a;COCO_train2014_104844.jpg;Is this a lowrider?;no;104844
104844004;is there;COCO_train2014_104844.jpg;Is there more than three motorcycle?;no;104844
524897000;is this a;COCO_train2014_524897.jpg;Is this a residential city?;yes;524897
524897001;is the;COCO_train2014_524897.jpg;Is the street so busy?;yes;524897
524897002;is there a;COCO_train2014_524897.jpg;Is there a clock on the steeple?;no;524897
316001000;are there;COCO_train2014_316001.jpg;Are there trees in this picture?;no;316001
316001006;are there any;COCO_train2014_316001.jpg;Are there any trees in this picture?;no;316001
265014000;has;COCO_train2014_265014.jpg;Has any food been consumed?;no;265014
265014002;is this a;COCO_train2014_265014.jpg;Is this a scrambled egg dish?;yes;265014
527584001;are the;COCO_train2014_527584.jpg;Are the people playing frisbee?;no;527584
527584002;is there;COCO_train2014_527584.jpg;Is there an orange cone?;no;527584
527584003;are;COCO_train2014_527584.jpg;Are any of these guys related?;no;527584
527584004;is this a;COCO_train2014_527584.jpg;Is this a competition?;yes;527584
5557000;are the;COCO_train2014_5557.jpg;Are the planes being fueled?;no;5557
527584009;are there any;COCO_train2014_527584.jpg;Are there any men in this picture?;yes;527584
132533002;does this;COCO_train2014_132533.jpg;Does this look like a clean place to work?;no;132533
5557001;are the;COCO_train2014_5557.jpg;Are the planes flying?;no;5557
132959000;are there any;COCO_train2014_132959.jpg;Are there any waves in this photo?;yes;132959
132959001;has;COCO_train2014_132959.jpg;Has the surfer wiped out?;no;132959
524340000;is the;COCO_train2014_524340.jpg;Is the cat asleep?;yes;524340
524340001;is the;COCO_train2014_524340.jpg;Is the cat fat?;yes;524340
526601000;are there;COCO_train2014_526601.jpg;Are there mountains?;yes;526601
526601003;do you;COCO_train2014_526601.jpg;Do you think they are boat racing?;no;526601
405982000;are;COCO_train2014_405982.jpg;Are shadows cast?;yes;405982
405982001;is the;COCO_train2014_405982.jpg;Is the sign on the building written in Polish?;yes;405982
66014002;are there;COCO_train2014_66014.jpg;Are there clouds in sky?;yes;66014
527453000;is there;COCO_train2014_527453.jpg;Is there any other colors besides yellow in the picture?;yes;527453
400477000;are the;COCO_train2014_400477.jpg;Are the women wearing fancy clothes?;yes;400477
400477001;are the;COCO_train2014_400477.jpg;Are the people standing on a baseball field?;no;400477
527453003;is this;COCO_train2014_527453.jpg;Is this called a bunch?;yes;527453
527453004;is the;COCO_train2014_527453.jpg;Is the banana fresh off the tree?;yes;527453
400477002;is this;COCO_train2014_400477.jpg;Is this outdoors?;yes;400477
1330000;can you;COCO_train2014_1330.jpg;Can you see trees?;yes;1330
1330001;is he;COCO_train2014_1330.jpg;Is he standing in dirt?;yes;1330
527879000;is the;COCO_train2014_527879.jpg;Is the grazing animal the same species as the others?;no;527879
527879002;is;COCO_train2014_527879.jpg;Is an animal grazing?;yes;527879
394972000;is this;COCO_train2014_394972.jpg;Is this night?;yes;394972
394972003;is this;COCO_train2014_394972.jpg;Is this building made of brick?;yes;394972
528305001;is the;COCO_train2014_528305.jpg;Is the boy wearing protective headgear?;yes;528305
262065001;is this person;COCO_train2014_262065.jpg;Is this person in motion?;no;262065
262065004;is it;COCO_train2014_262065.jpg;Is it summer time?;yes;262065
100486000;is;COCO_train2014_100486.jpg;Is that an animal in the bottom right of the picture?;no;100486
100486001;is this;COCO_train2014_100486.jpg;Is this animal facing the camera?;yes;100486
131419000;is this a;COCO_train2014_131419.jpg;Is this a roast beef sandwich?;yes;131419
131419002;are;COCO_train2014_131419.jpg;Are some of these food items likely to require their eaters use a napkin afterwards?;yes;131419
393989000;is this;COCO_train2014_393989.jpg;Is this black and white?;no;393989
262917001;none of the above;COCO_train2014_262917.jpg;Would you be scared to do this sport?;yes;262917
262917002;is the;COCO_train2014_262917.jpg;Is the skier wearing a helmet?;yes;262917
393989002;is there a;COCO_train2014_393989.jpg;Is there a butterfly on the vase?;no;393989
393989005;are the;COCO_train2014_393989.jpg;Are the flowers edible?;no;393989
142298000;is the;COCO_train2014_142298.jpg;Is the photo blurry?;yes;142298
142298001;is there;COCO_train2014_142298.jpg;Is there any glass in this picture?;yes;142298
269045000;is the;COCO_train2014_269045.jpg;Is the laptop sitting on a table?;no;269045
394415000;is this;COCO_train2014_394415.jpg;Is this player getting ready for a game of soccer?;no;394415
394415001;is he;COCO_train2014_394415.jpg;Is he praying to his mitt?;no;394415
197807001;is there;COCO_train2014_197807.jpg;Is there snow on the ground?;yes;197807
269045002;is the person;COCO_train2014_269045.jpg;Is the person outdoors?;yes;269045
531844003;are the;COCO_train2014_531844.jpg;Are the signs in English?;yes;531844
1625001;is there a;COCO_train2014_1625.jpg;Is there a bus on the street?;yes;1625
527748009;does the;COCO_train2014_527748.jpg;Does the floor have carpet?;yes;527748
266030003;are these;COCO_train2014_266030.jpg;Are these two animals who are hugging each other?;no;266030
393432002;is there a;COCO_train2014_393432.jpg;Is there a pillow present in the picture?;yes;393432
133549002;is this a;COCO_train2014_133549.jpg;Is this a sandy beach?;yes;133549
262786000;none of the above;COCO_train2014_262786.jpg;The items for sale used?;yes;262786
262786001;is this a;COCO_train2014_262786.jpg;Is this a workplace?;yes;262786
109399001;is this a;COCO_train2014_109399.jpg;Is this a classroom?;yes;109399
525782001;is;COCO_train2014_525782.jpg;Is anybody wearing black pants?;yes;525782
525782002;are the;COCO_train2014_525782.jpg;Are the young boys playing a video game?;yes;525782
94293002;are;COCO_train2014_94293.jpg;Are all of the sheep white?;yes;94293
530730000;is the;COCO_train2014_530730.jpg;Is the cat looking up to the sky?;no;530730
530730004;is this;COCO_train2014_530730.jpg;Is this animal heavy enough to damage the laptop?;no;530730
530730006;is the;COCO_train2014_530730.jpg;Is the cat asleep?;no;530730
5459000;is this;COCO_train2014_5459.jpg;Is this game being played during the day?;no;5459
400936000;is the;COCO_train2014_400936.jpg;Is the fire hydrant currently being used?;yes;400936
399101000;none of the above;COCO_train2014_399101.jpg;Would this be good for a job interview?;yes;399101
395005001;is he;COCO_train2014_395005.jpg;Is he using a landline phone?;no;395005
395005002;is he;COCO_train2014_395005.jpg;Is he dressed up?;yes;395005
399101003;is the person;COCO_train2014_399101.jpg;Is the person wearing a coat?;no;399101
399101006;is there a;COCO_train2014_399101.jpg;Is there a shadow on the neck?;yes;399101
135122000;are these;COCO_train2014_135122.jpg;Are these buildings close together?;yes;135122
135122002;was;COCO_train2014_135122.jpg;Was this image taken at night?;no;135122
135122003;do you;COCO_train2014_135122.jpg;Do you see people riding motorcycle?;yes;135122
528764001;are there any;COCO_train2014_528764.jpg;Are there any apples?;no;528764
268881000;is the man;COCO_train2014_268881.jpg;Is the man smiling?;yes;268881
268881001;is the man;COCO_train2014_268881.jpg;Is the man dressed for surfing?;no;268881
268881002;none of the above;COCO_train2014_268881.jpg;Does he have a mustache?;yes;268881
400379000;are;COCO_train2014_400379.jpg;Are those real tattoos?;yes;400379
400379001;is the man;COCO_train2014_400379.jpg;Is the man preparing a sandwich?;no;400379
265211003;is this a;COCO_train2014_265211.jpg;Is this a public library?;no;265211
265211007;is this;COCO_train2014_265211.jpg;Is this in America?;yes;265211
265211008;does this;COCO_train2014_265211.jpg;Does this place look busy?;yes;265211
398544001;is this;COCO_train2014_398544.jpg;Is this Wimbledon?;no;398544
265211011;none of the above;COCO_train2014_265211.jpg;Will they sell food there?;no;265211
394874000;are the;COCO_train2014_394874.jpg;Are the animals cold?;no;394874
267898003;is this a;COCO_train2014_267898.jpg;Is this a mother bear with two cubs?;yes;267898
267898005;does the;COCO_train2014_267898.jpg;Does the bear look dangerous?;yes;267898
267898006;are the;COCO_train2014_267898.jpg;Are the bears in the river?;no;267898
343887000;is the;COCO_train2014_343887.jpg;Is the dog wearing a collar?;yes;343887
343887001;does the;COCO_train2014_343887.jpg;Does the dog need his nails trimmed?;yes;343887
343887002;is this a;COCO_train2014_343887.jpg;Is this a puppy?;no;343887
343887003;is the;COCO_train2014_343887.jpg;Is the dog happy?;no;343887
267898008;is the;COCO_train2014_267898.jpg;Is the bear looking for salmon?;no;267898
267898010;are the;COCO_train2014_267898.jpg;Are the bears caged?;no;267898
267898012;are these;COCO_train2014_267898.jpg;Are these bears thirsty?;no;267898
438095000;do you;COCO_train2014_438095.jpg;Do you think there's water nearby?;yes;438095
262393002;none of the above;COCO_train2014_262393.jpg;The zebras are in a field?;no;262393
131747000;are these;COCO_train2014_131747.jpg;Are these marble tiles?;no;131747
131747001;is there a;COCO_train2014_131747.jpg;Is there a hot and cold spigot on the sink?;yes;131747
131747002;is the;COCO_train2014_131747.jpg;Is the image a kitchen?;no;131747
397987000;is he;COCO_train2014_397987.jpg;Is he doing a trick?;yes;397987
131747005;are;COCO_train2014_131747.jpg;Are any of the overhead lights illuminated?;yes;131747
131747008;is the;COCO_train2014_131747.jpg;Is the toilet lid closed?;no;131747
265080001;are the;COCO_train2014_265080.jpg;Are the players adults?;yes;265080
131747011;is the;COCO_train2014_131747.jpg;Is the bathroom monotone?;no;131747
265080003;none of the above;COCO_train2014_265080.jpg;Did the batter swing at the ball?;no;265080
131747014;is the;COCO_train2014_131747.jpg;Is the toilet lid up?;yes;131747
131747015;is the;COCO_train2014_131747.jpg;Is the toilet lid down?;no;131747
265080009;are;COCO_train2014_265080.jpg;Are both the batter's feet on the ground?;yes;265080
503074001;is the;COCO_train2014_503074.jpg;Is the pole a sailboat mast?;no;503074
396578002;is the;COCO_train2014_396578.jpg;Is the pillow red?;yes;396578
396578003;is the;COCO_train2014_396578.jpg;Is the cat sleeping?;yes;396578
503074002;is the;COCO_train2014_503074.jpg;Is the boat in the water?;no;503074
397004001;is this a;COCO_train2014_397004.jpg;Is this a Xbox remote?;no;397004
378872008;is the;COCO_train2014_378872.jpg;Is the TV right side up?;yes;378872
